iyear,latitude,longitude
2012,10.2824,11.17479
2012,34.002056,69.031454
2012,34.733879,36.71817
2012,34.0989,71.14978
2012,10.266667,13.266667
2012,28.3898,68.190838
2012,34.098784,71.149873
2012,11.833333,13.15
2012,11.74886,11.96603
2012,34.193514,43.875255
2012,12.8,45.033333
2012,32.618583,63.67318
2012,32.066667,64.834045
2012,33.748969,44.632769
2012,33.748969,44.632769
2012,33.748969,44.632769
2012,33.748969,44.632769
2012,33.748969,44.632769
2012,33.748969,44.632769
2012,33.562609,35.368727
2012,26.090175,89.964447
2012,33.75,44.633333
2012,33.291944,44.065556
2012,32.264539,68.524715
2012,19.764927,83.882024
2012,35.918091,74.289803
2012,31.768319,35.21371
2012,0.303728,41.436256
2012,31.391814,64.319022
2012,26.068048,62.714753
2012,43.25,46.583333
2012,32.594841,70.59715
2012,29.03345,69.150094
2012,10.2824,11.17479
2012,31.135535,45.861207
2012,33.373786,44.446499
2012,33.373786,44.446499
2012,33.31385,44.186691
2012,33.31385,44.186691
2012,30.209423,67.018009
2012,24.916689,66.999967
2012,24.949956,66.966571
2012,34.278243,62.612239
2012,54.629198,-5.986977
2012,11.83552,13.150737
2012,5.5624,95.321376
2012,33.862419,70.5198
2012,32.073333,64.833889
2012,31.586452,64.404484
2012,34.565494,71.477429
2012,6.116667,125.166667
2012,36.835434,3.688386
2012,33.33443,69.920103
2012,34.95262,72.331113
2012,10.266667,13.266667
2012,33.153987,62.144217
2012,,
2012,6.394722,101.518333
2012,9.203496,12.49539
2012,11.70896,11.06997
2012,11.70896,11.06997
2012,11.70896,11.06997
2012,28.200887,81.683284
2012,32.999028,70.065058
2012,33.25501,44.391045
2012,33.25501,44.391045
2012,33.326355,44.420379
2012,36.33945,43.130683
2012,32.629978,65.884125
2012,33.356774,44.484232
2012,33.326355,44.420379
2012,33.326355,44.420379
2012,33.25956,44.354396
2012,33.331514,44.34494
2012,25.593517,-99.990181
2012,34.88579,44.6208
2012,35.3,43.916667
2012,19.768279,83.649123
2012,9.203496,12.49539
2012,9.203496,12.49539
2012,11.814638,13.190456
2012,,
2012,32.074078,66.141526
2012,29.547291,67.871513
2012,27.718332,85.325337
2012,11.258753,75.78041
2012,34.10751,64.305726
2012,34.001153,72.93719
2012,10.6111,12.195
2012,33.349692,43.783456
2012,32.999028,70.065058
2012,33.055191,44.37141
2012,6.066667,121.1
2012,34.297023,74.478958
2012,34.297023,74.478958
2012,34.297023,74.478958
2012,33.5111,36.3064
2012,23.079729,87.328537
2012,36.34,43.13
2012,33.75,44.633333
2012,34.016389,44.145278
2012,33.664354,44.373779
2012,27.905541,69.190736
2012,33.35,43.783333
2012,10.266667,13.266667
2012,33.7,45.083333
2012,37.498611,69.501389
2012,35.598206,64.763659
2012,24.816734,66.983418
2012,32.482925,44.433402
2012,33.055191,44.37141
2012,35.46883,44.39098
2012,33.349692,43.783456
2012,34.016389,44.145278
2012,11.833333,13.15
2012,33.33445,69.920151
2012,6.720909,101.261676
2012,6.167222,101.18
2012,27.134056,85.065014
2012,32.106111,66.906944
2012,24.82712,93.88738
2012,30.219438,66.995553
2012,24.65233,93.990834
2012,24.806299,93.948197
2012,6.116667,125.166667
2012,-5.380227,-78.698601
2012,35.469596,44.391235
2012,32.775542,44.301356
2012,33.247211,44.35676
2012,35.469596,44.391235
2012,34.183651,45.122219
2012,32.614261,44.024993
2012,31.623036,65.054246
2012,31.598149,63.864057
2012,43.40233,45.718747
2012,10.516667,7.433333
2012,10.6111,12.195
2012,33.25956,44.354396
2012,33.394528,44.380392
2012,33.230985,44.342575
2012,33.326355,44.420379
2012,33.349692,43.783456
2012,35.46883,44.39098
2012,33.25956,44.354396
2012,33.055191,44.37141
2012,32.230825,62.920592
2012,23.834855,83.97279
2012,11.833333,13.15
2012,11.833333,13.15
2012,11.833333,13.15
2012,-4.548563,136.890763
2012,2.033298,45.35011
2012,33.75,44.633333
2012,43.159043,46.965457
2012,32.311872,64.811084
2012,15.470031,45.322858
2012,34.0989,71.14978
2012,34.000016,71.383411
2012,11.70896,11.06997
2012,34.333894,45.382883
2012,34.929167,43.493056
2012,33.176573,68.777896
2012,33.512248,64.406151
2012,24.815115,93.936633
2012,26.189634,91.807459
2012,33.912397,71.45327
2012,6.33908,5.626482
2012,6.33908,5.626482
2012,24.6667,94.0667
2012,24.86697,94.07548
2012,35.580278,63.327778
2012,31.049176,46.266346
2012,34.874167,71.152778
2012,6.571205,124.760888
2012,9.749973,9.551801
2012,12.897309,-16.348788
2012,7.216667,124.25
2012,34.434167,70.447778
2012,34.434167,70.447778
2012,24.87952,67.162636
2012,2.033298,45.35011
2012,36.34,43.13
2012,33.324758,44.422289
2012,33.33816,69.918915
2012,32.248981,63.85825
2012,10.383319,77.988854
2012,28.78181,77.500288
2012,34.207034,72.320779
2012,28.490733,65.095779
2012,,
2012,33.913569,71.456727
2012,34.021103,71.287421
2012,24.893327,67.028073
2012,33.533968,71.055668
2012,26.367809,62.720616
2012,31.61088,65.700272
2012,12.8,45.033333
2012,11.70896,11.06997
2012,33.639469,42.838009
2012,37.935694,23.729456
2012,6.296389,101.728333
2012,35.766667,51.45
2012,34.368794,41.094472
2012,32.130762,35.140136
2012,24.86697,94.07548
2012,34.733879,36.71817
2012,32.074078,66.141526
2012,32.370968,64.776154
2012,32.600351,70.861048
2012,4.784821,7.005453
2012,41.008238,28.978359
2012,33.31347,44.51177
2012,33.33669,44.408735
2012,13.142549,79.909053
2012,32.250345,70.168122
2012,32.318751,69.860004
2012,25.296447,93.041161
2012,33.936523,71.486335
2012,31.547778,65.454167
2012,32.98499,44.35676
2012,32.88504,44.348
2012,32.232101,44.381809
2012,32.468191,44.550194
2012,33.748969,44.632769
2012,34.150928,71.73594
2012,26.55905,49.995689
2012,33.454738,35.297233
2012,33.895519,68.763192
2012,33.834489,71.593166
2012,28.51882,68.541111
2012,29.528243,68.134198
2012,5.5375,46.3875
2012,7.90845,98.3892
2012,33.697271,71.144852
2012,34.868133,62.520975
2012,32.230825,62.920592
2012,43.159043,46.965457
2012,2.039657,45.348489
2012,24.972864,67.064321
2012,35.46883,44.39098
2012,35.46883,44.39098
2012,36.16417,43.25966
2012,33.748969,44.632769
2012,35.46883,44.39098
2012,31.637074,64.240755
2012,9.203496,12.49539
2012,10.2824,11.17479
2012,30.219438,66.995553
2012,14.624795,-90.532818
2012,32.251493,70.245297
2012,7.216667,124.25
2012,35.418424,44.193166
2012,32.629978,65.884125
2012,30.209459,67.018173
2012,8.649889,-72.733281
2012,30.593986,65.468423
2012,28.725766,68.410103
2012,26.55905,49.995689
2012,31.823676,70.90953
2012,30.5,47.816667
2012,34.760186,69.812089
2012,24.806299,93.948197
2012,34.0989,71.14978
2012,33.3364,69.9814
2012,31.296877,34.243295
2012,,
2012,42.816667,47.116667
2012,33.4172,70.1344
2012,36.351409,43.379063
2012,34.604328,43.68557
2012,31.681826,74.101247
2012,33.431831,43.311501
2012,33.431831,43.311501
2012,33.431831,43.311501
2012,33.431831,43.311501
2012,33.431831,43.311501
2012,13.355833,45.699722
2012,15.352679,44.207052
2012,34.929167,43.493056
2012,31.499713,65.000854
2012,6.167222,101.18
2012,3.802632,42.545347
2012,4.735972,45.203972
2012,36.34,43.13
2012,33.75,44.633333
2012,30.209459,67.018173
2012,10.854444,11.431944
2012,34.929167,43.493056
2012,1.211933,-77.982468
2012,31.598149,63.864057
2012,29.141352,69.092134
2012,33.533333,71.566667
2012,15.352679,44.207052
2012,36.352222,43.379722
2012,32.482925,44.433402
2012,28.150898,81.765099
2012,24.760803,93.964945
2012,24.35,93.7
2012,34.452683,62.197001
2012,31.681826,74.101247
2012,30.166667,69.45
2012,11.74886,11.96603
2012,34.840833,6.041389
2012,3.801339,42.545138
2012,33.377356,69.716778
2012,11.833333,13.15
2012,33.431831,43.311501
2012,40.851775,14.268124
2012,34.108582,44.968887
2012,24.893379,67.028061
2012,7.833333,125.816667
2012,4.735972,45.203972
2012,36.34,43.13
2012,28.636046,69.186501
2012,13.6,40.666667
2012,7.946283,-72.898807
2012,31.61088,65.700272
2012,33.038056,40.284444
2012,34.171831,70.621679
2012,33.912397,71.45327
2012,11.833333,13.15
2012,10.266667,13.266667
2012,11.833333,13.15
2012,6.690741,101.632844
2012,33.75,44.633333
2012,33.35,43.783333
2012,36.34,43.13
2012,32.873611,44.390278
2012,11.833846,13.150681
2012,2.142623,45.116717
2012,11.74886,11.96603
2012,34.176874,61.700565
2012,33.3,44.433333
2012,33.394611,44.379549
2012,3.024255,42.010235
2012,34.217183,71.55552
2012,33.936523,71.486335
2012,33.326355,44.420379
2012,31.637074,64.240755
2012,11.833333,13.15
2012,32.270119,65.049683
2012,33.747141,45.552405
2012,32.98499,44.35676
2012,36.72657,68.860336
2012,34.19421,43.874931
2012,10.2824,11.17479
2012,12.805091,-16.234563
2012,31.522561,34.453593
2012,5.5375,46.3875
2012,8.669344,-73.040528
2012,12.8,45.033333
2012,35.418424,44.193166
2012,35.418424,44.193166
2012,35.418424,44.193166
2012,35.418424,44.193166
2012,31.499139,65.842823
2012,30.18376,71.39393
2012,31.823599,70.909194
2012,54.996612,-7.308575
2012,2.033333,45.35
2012,28.635636,69.186547
2012,34.000659,72.121717
2012,37.577039,43.736096
2012,11.74886,11.96603
2012,32.400023,64.431892
2012,4.735972,45.203972
2012,25.755953,90.677305
2012,33.75,44.633333
2012,33.75,44.633333
2012,33.75,44.633333
2012,33.75,44.633333
2012,33.75,44.633333
2012,33.75,44.633333
2012,33.75,44.633333
2012,6.566667,101.553226
2012,6.868611,101.25
2012,32.625149,62.479768
2012,9.933333,8.883333
2012,2.033298,45.35011
2012,54.996612,-7.308575
2012,12.000111,8.516554
2012,12.000111,8.516554
2012,12.000111,8.516554
2012,12.000111,8.516554
2012,12.000111,8.516554
2012,12.000111,8.516554
2012,12.000111,8.516554
2012,12.000111,8.516554
2012,34.120653,71.110637
2012,34.855556,69.649444
2012,12.8,45.033333
2012,33.810247,70.721569
2012,33.858529,70.551407
2012,,
2012,4.92315,6.26093
2012,4.92315,6.26093
2012,34.401267,70.497269
2012,11.70896,11.06997
2012,34,71.383333
2012,33.914708,71.468062
2012,12.030119,8.543949
2012,2.033298,45.35011
2012,11.991601,8.577596
2012,12,8.516667
2012,11.950208,8.529434
2012,12,8.516667
2012,12.030119,8.543949
2012,12,8.516667
2012,34.003712,44.395378
2012,34.545679,69.35629
2012,12,8.516667
2012,5.516421,5.75
2012,33.48407,48.35252
2012,32.708666,69.335432
2012,35.219386,43.714248
2012,35.92456,36.645284
2012,29.141352,69.092134
2012,26.782869,85.277592
2012,24.173149,83.808662
2012,31.5832,64.360291
2012,30.1042,66.515556
2012,30.1042,66.515556
2012,33.16843,70.69414
2012,32.320237,69.859741
2012,34.463847,71.35116
2012,34.198054,72.044308
2012,35.82688,36.695722
2012,24.173149,83.808662
2012,33.35,43.783333
2012,25.495444,90.616793
2012,34.0989,71.14978
2012,31.823759,70.9095
2012,13.989451,32.304631
2012,6.769722,47.430833
2012,7.01306,-75.6953
2012,34.844218,69.931212
2012,34.944168,69.273331
2012,31.588952,64.368088
2012,2.44993,-76.80785
2012,33.926944,71.012778
2012,12.36707,23.14197
2012,31.583281,64.360396
2012,35.429562,61.347279
2012,9.749973,9.551801
2012,24.781319,93.942711
2012,33.773349,45.14945
2012,36.33967,43.13041
2012,6.701389,101.6175
2012,17.838008,81.428585
2012,35.423333,61.344722
2012,10.30982,9.845172
2012,10.30982,9.845172
2012,9.880197,9.6785
2012,9.880197,9.6785
2012,9.880197,9.6785
2012,6.54812,101.305714
2012,10.637109,10.08073
2012,34.844218,69.931212
2012,11.833333,13.15
2012,34.199084,72.069037
2012,34.006597,72.00007
2012,15.352679,44.207052
2012,14.550276,44.401464
2012,52.130807,11.628878
2012,33.306695,69.871653
2012,33.509167,44.234167
2012,12.001762,8.492279
2012,12,8.516667
2012,12.030119,8.543949
2012,34.0989,71.14978
2012,35.243919,44.274355
2012,36.34,43.13
2012,33.35,43.783333
2012,34.116667,72.466667
2012,14.556083,121.02401
2012,32.988889,70.605556
2012,32.988889,70.605556
2012,34.56778,71.27333
2012,33.325581,44.423158
2012,33.782193,44.507805
2012,4.735972,45.203972
2012,33.373786,44.446499
2012,33.373786,44.446499
2012,33.361103,44.314193
2012,33.361103,44.314193
2012,33.291875,44.067299
2012,33.326355,44.420379
2012,32.559761,41.919647
2012,33.431831,43.311501
2012,12.000111,8.516554
2012,34.098784,71.149873
2012,2.033333,45.35
2012,35.48604,43.2408
2012,33.316684,44.399883
2012,33.916138,74.884615
2012,30.104113,66.515608
2012,33.281965,44.25529
2012,12,8.516667
2012,28.127299,82.295082
2012,25.497013,90.086914
2012,33.431979,43.311627
2012,31.598149,63.864057
2012,-2.076093,29.7575
2012,33.361103,44.314193
2012,24.855126,93.617664
2012,24.856309,67.01443
2012,33.603717,71.355716
2012,30.104113,66.515608
2012,34.88562,44.639339
2012,30.209423,67.018009
2012,34.0989,71.14978
2012,24.769186,93.937832
2012,53.275734,-6.384401
2012,31.609836,65.698512
2012,35.446232,36.648571
2012,33.75,44.633333
2012,34.746835,72.352148
2012,32.15,74.183333
2012,33.266693,62.356516
2012,31.5832,64.360291
2012,28.635636,69.186547
2012,32.778606,44.289964
2012,35.46883,44.39098
2012,12.000111,8.516554
2012,33.639469,42.838009
2012,33.583333,43.933333
2012,33.25956,44.354396
2012,33.25956,44.354396
2012,12.000111,8.516554
2012,30.104213,66.515594
2012,36.215549,37.159279
2012,43.484122,43.627361
2012,24.806299,93.948197
2012,34.331228,71.235498
2012,34.898515,69.706423
2012,32.482887,44.433528
2012,32.988889,70.605556
2012,6.296389,101.728333
2012,12.422,123.78
2012,26.265855,88.084626
2012,27.027712,95.030176
2012,35.418424,44.193166
2012,36.34,43.13
2012,35.418424,44.193166
2012,28.635636,69.186547
2012,33.271403,44.493661
2012,35.933333,36.633333
2012,12.000111,8.516554
2012,34.183361,73.249968
2012,12.184416,6.237595
2012,24.82004,93.934295
2012,34.21166,74.346106
2012,35.029855,71.354232
2012,11.286389,51.076944
2012,24.992846,93.996921
2012,36.322072,41.865044
2012,31.824331,64.557856
2012,16.930414,49.365315
2012,33.683499,68.690284
2012,33.361103,44.314193
2012,2.033333,45.35
2012,24.328989,93.986769
2012,24.928095,67.064355
2012,36.859931,68.715498
2012,24.743562,93.419645
2012,24.806299,93.948197
2012,24.870494,94.013572
2012,24.806299,93.948197
2012,24.806299,93.948197
2012,33.457222,44.086389
2012,33.583333,71.433333
2012,7.273333,28.683889
2012,35.418424,44.193166
2012,34.19421,43.874931
2012,33.75,44.633333
2012,13.128333,45.380278
2012,32.652032,44.625464
2012,35.418424,44.193166
2012,35.418424,44.193166
2012,9.02762,7.494947
2012,25.49546,90.61682
2012,4.735972,45.203972
2012,31.823657,70.909526
2012,11.199019,29.417932
2012,33.271403,44.493661
2012,13.804983,44.775642
2012,30.104113,66.515608
2012,12.000111,8.516554
2012,24.616199,94.007696
2012,25.311849,94.496743
2012,32.335121,70.117119
2012,33.75,44.633333
2012,10.516667,7.433333
2012,33.571826,44.536093
2012,33.971279,44.926682
2012,12.775489,-15.687335
2012,2.024264,45.329902
2012,2.024264,45.329902
2012,12,8.516667
2012,33.3,44.433333
2012,6.800925,101.151444
2012,33.748969,44.632769
2012,28.635636,69.186547
2012,24.872569,67.011461
2012,32.241694,62.947807
2012,12.000111,8.516554
2012,32.751111,36.305278
2012,12.366667,14.216667
2012,11.829618,13.08344
2012,33.75,44.633333
2012,33.882887,44.855227
2012,33.75,44.633333
2012,33.75,44.633333
2012,34.359668,72.073481
2012,7.6,125.966667
2012,34.929167,43.493056
2012,4.784821,7.005453
2012,43.11009,46.4862
2012,11.708985,11.069953
2012,35.029842,71.354296
2012,30.104113,66.515608
2012,15.352679,44.207052
2012,15.36672,43.833311
2012,6.771245,47.427106
2012,24.933254,67.033375
2012,24.995244,67.064386
2012,24.944541,67.079177
2012,30.209078,67.018388
2012,32.374802,62.115719
2012,33.794627,71.558325
2012,33.96125,71.46633
2012,33.971279,44.926682
2012,33.325581,44.423158
2012,36.34,43.13
2012,36.34,43.13
2012,33.325581,44.423158
2012,35.496533,43.095389
2012,31.132093,33.803276
2012,2.033298,45.35011
2012,30.05798,67.4232
2012,30.05798,67.4232
2012,64.135338,-21.89521
2012,1.806567,-78.76485
2012,31.517771,64.114227
2012,36.847295,65.082194
2012,35.137751,36.752421
2012,33.34351,44.493661
2012,24.972871,67.064331
2012,30.05798,67.4232
2012,23.846121,84.816828
2012,24.869404,66.995823
2012,24.880769,67.198759
2012,33.443839,70.907124
2012,5.184828,120.013958
2012,33.971279,44.926682
2012,33.314657,44.347304
2012,33.325,44.422
2012,6.72949,101.096111
2012,4.735972,45.203972
2012,14.931029,45.503647
2012,3.178149,-76.467272
2012,33.700174,70.336254
2012,32.407113,70.749556
2012,31.685279,63.029938
2012,31.823601,64.564087
2012,43.509617,43.829186
2012,34.997136,69.835915
2012,36.02114,65.76095
2012,36.34,43.13
2012,33.230985,44.342575
2012,31.744799,70.621679
2012,32.954167,70.247222
2012,35.466389,43.783056
2012,34.88562,44.639339
2012,34.341728,61.47353
2012,4.65,5.983333
2012,0.411297,41.008894
2012,4.416702,-75.500045
2012,7.033301,-74.533334
2012,7.108335,125.038816
2012,33.971417,71.468525
2012,24.893379,67.028061
2012,28.55755,33.975673
2012,27.508215,66.42715
2012,33.334617,69.920316
2012,32.854293,70.219997
2012,6.701385,101.6175
2012,33.919954,71.449514
2012,6.516981,101.652499
2012,33.919954,71.449514
2012,32.667476,69.859741
2012,7.556055,6.655
2012,7.556055,6.655
2012,3.248953,-76.229252
2012,34.004274,71.5448
2012,32.640755,65.570785
2012,34.229213,70.193208
2012,36.34,43.13
2012,22.576173,86.641996
2012,22.480441,86.514666
2012,34.229213,70.193208
2012,30.209459,67.018173
2012,33.334617,69.920316
2012,28.559391,68.226451
2012,-0.45612,39.646123
2012,4.314996,6.241659
2012,33.394528,44.380392
2012,33.75,44.633333
2012,33.773349,45.14945
2012,34.533753,43.483738
2012,15.655747,120.771032
2012,32.073333,64.833889
2012,2.816313,40.932424
2012,3.816667,42.55
2012,31.132093,33.803276
2012,31.61088,65.700272
2012,34.283333,43.766667
2012,34.19421,43.874931
2012,34.273704,45.165826
2012,33.325,44.422
2012,12.562855,124.933601
2012,4.735972,45.203972
2012,6.769722,47.430833
2012,11.748876,11.966041
2012,6.520127,101.175043
2012,41.003414,28.906891
2012,31.623036,65.054246
2012,31.991667,65.805833
2012,32.640755,65.570785
2012,34.229213,70.193208
2012,8.883318,-64.250024
2012,11.999978,8.516675
2012,33.7,45.083333
2012,33.927271,44.773299
2012,33.055191,44.37141
2012,33.700174,70.336254
2012,11.85674,13.169718
2012,7.205794,124.792309
2012,28.955469,69.384377
2012,28.55,68.216667
2012,37.885793,41.130124
2012,31.61088,65.700272
2012,10.51684,7.433304
2012,10.51684,7.433304
2012,10.51684,7.433304
2012,11.833373,13.149902
2012,33.230985,44.342575
2012,33.230985,44.342575
2012,33.34351,44.493661
2012,33.291944,44.065556
2012,33.055191,44.37141
2012,33.403494,44.357942
2012,33.325,44.422
2012,33.271403,44.493661
2012,33.230985,44.342575
2012,33.230985,44.342575
2012,6.085186,101.880278
2012,6.231377,101.5
2012,-4.055117,137.100807
2012,24.869462,66.994922
2012,30.209459,67.018173
2012,26.068048,62.714753
2012,9.08362,125.606296
2012,18.588779,80.770576
2012,3.330407,42.218978
2012,13.466616,44.866638
2012,2.03153,45.334598
2012,34.183651,45.122219
2012,35.138333,44.448611
2012,33.361103,44.314193
2012,34.565494,71.477429
2012,30.209459,67.018173
2012,30.918386,66.454586
2012,34.565494,71.477429
2012,36.178903,68.745306
2012,33.361103,44.314193
2012,34.333333,45.383333
2012,31.627475,65.564604
2012,31.627475,65.564604
2012,4.321015,45.299386
2012,28.490733,65.095779
2012,31.5832,64.360291
2012,6.516981,101.652499
2012,33.714452,75.081289
2012,18.183122,81.41186
2012,35.244444,43.893056
2012,14.16014,122.829903
2012,11.999978,8.516675
2012,30.608472,33.617577
2012,13.116667,11.733333
2012,13.116667,11.733333
2012,13.116667,11.733333
2012,37.2589,43.612003
2012,41.028703,29.290183
2012,32.270119,65.049683
2012,25.49546,90.61682
2012,34.567793,71.480221
2012,32.629978,65.884125
2012,32.629978,65.884125
2012,11.833373,13.149902
2012,28.55755,33.975673
2012,22.37955,85.39837
2012,34.389294,63.376278
2012,6.868637,101.25001
2012,33.291944,44.065556
2012,33.583333,71.433333
2012,34.214342,72.321629
2012,32.999081,70.065163
2012,27.8,66.616667
2012,31.584156,64.368443
2012,11.70896,11.06997
2012,33.511111,36.306388
2012,36.215578,37.159272
2012,36.215578,37.159272
2012,19.028722,82.694242
2012,18.33892,81.942155
2012,32.678611,66.511944
2012,34.875833,64.9775
2012,32.559761,41.919647
2012,33.35,43.783333
2012,33.325,44.422
2012,32.652032,44.625464
2012,34.004299,71.54483
2012,11.709002,11.069953
2012,6.550444,122.106467
2012,4.735972,45.203972
2012,32.667476,69.859741
2012,32.073333,64.833889
2012,34.229213,70.193208
2012,34.111944,68.542778
2012,13.981292,45.573329
2012,,
2012,11.833373,13.149902
2012,11.833373,13.149902
2012,34.875833,64.9775
2012,34.0989,71.14978
2012,34.0989,71.14978
2012,21.278657,81.866144
2012,34.927778,43.404167
2012,33.271403,44.493661
2012,33.75,44.633333
2012,33.325,44.422
2012,33.325,44.422
2012,33.104444,67.781111
2012,2.021261,45.294693
2012,11.833373,13.149902
2012,36.896969,65.665857
2012,31.61088,65.700272
2012,6.661229,43.790845
2012,31.61088,65.700272
2012,33.986108,71.456974
2012,31.658611,64.404444
2012,34.198181,72.044411
2012,35.46883,44.39098
2012,35.46883,44.39098
2012,33.971279,44.926682
2012,33.35,43.783333
2012,32.278666,65.06465
2012,28.55,68.216667
2012,32.629978,65.884125
2012,2.027701,45.275927
2012,28.632744,77.219676
2012,10.51684,7.433304
2012,43.977882,43.25955
2012,6.265578,101.263099
2012,3.261744,-76.540844
2012,36.34,43.13
2012,33.314657,44.347304
2012,33.230985,44.342575
2012,33.34351,44.493661
2012,10.51684,7.433304
2012,10.51684,7.433304
2012,26.156056,63.014758
2012,12.783454,45.033404
2012,14.264044,47.584629
2012,12.783454,45.033404
2012,6.296404,101.728333
2012,28.490733,65.095779
2012,41.709968,44.792998
2012,32.625149,62.479768
2012,,
2012,32.248981,63.85825
2012,33.75,44.633333
2012,36.34,43.13
2012,35.494846,43.097162
2012,33.75,44.633333
2012,33.431831,43.311501
2012,34,71.383333
2012,13.466616,44.866638
2012,26.162706,50.612016
2012,12.800009,45.033337
2012,13.981292,45.573329
2012,9.18052,7.17933
2012,15.515888,45.449806
2012,-2.931855,29.424083
2012,,
2012,34.565494,71.477429
2012,24.869404,66.995823
2012,33.75,44.633333
2012,33.8144,44.6579
2012,33.325,44.422
2012,35.19766,71.874921
2012,33.936506,71.486333
2012,30.209459,67.018173
2012,2.058758,45.351039
2012,2.058758,45.351039
2012,2.058758,45.351039
2012,34.083658,74.797368
2012,9.607913,6.5533
2012,11.833373,13.149902
2012,29.547291,67.871513
2012,13.128318,45.380309
2012,33.583501,71.433131
2012,10.516601,7.433333
2012,34.004274,71.5448
2012,35.244444,43.893056
2012,32.667476,69.859741
2012,33.899167,70.100833
2012,33.971279,44.926682
2012,2.021916,45.313467
2012,0.320082,41.748206
2012,12.890805,44.988212
2012,33.919954,71.449514
2012,4.322454,5.982724
2012,21.994316,78.110828
2012,-0.453142,39.645464
2012,29.9,69.25
2012,34.187262,72.228236
2012,8.059807,122.506778
2012,8.059807,122.506778
2012,34.829257,72.345912
2012,6.478333,101.135
2012,32.304722,69.570278
2012,29.033333,69.15
2012,13.148959,44.85055
2012,2.021916,45.313467
2012,34.872057,72.409643
2012,33.431831,43.311501
2012,33.325,44.422
2012,33.8,44.56667
2012,34.533753,43.483738
2012,32.667476,69.859741
2012,32.667476,69.859741
2012,33.325,44.422
2012,33.75,44.633333
2012,24.177863,86.306667
2012,35.82688,36.695722
2012,9.18052,7.17933
2012,2.065906,45.359675
2012,36.759396,3.470261
2012,33.266693,62.356516
2012,7.0106,125.091148
2012,7.0106,125.091148
2012,13.17824,44.76678
2012,28.490733,65.095779
2012,12.885844,11.930042
2012,11.651575,13.419429
2012,33.932201,75.113944
2012,33.266693,62.356516
2012,32.074078,66.141526
2012,34.88562,44.639339
2012,33.35,43.783333
2012,34.273704,45.165826
2012,31.61088,65.700272
2012,31.685279,63.029938
2012,15.766197,24.904221
2012,11.833373,13.149902
2012,34.083658,74.797368
2012,31.008056,66.398056
2012,3.066775,-76.34992
2012,29.140415,69.093531
2012,33.794627,71.558325
2012,33.52638,70.335741
2012,26.966667,64.1
2012,32.248981,63.85825
2012,34.217222,71.555556
2012,32.667476,69.859741
2012,35.804295,69.287754
2012,12.783454,45.033404
2012,33.59811,69.224297
2012,14.066123,122.963889
2012,11.421688,122.667188
2012,12.86019,44.98166
2012,12.862619,44.990639
2012,12.789592,45.006997
2012,14.543537,49.127285
2012,11.833373,13.149902
2012,12.890805,44.988212
2012,10.51684,7.433304
2012,32.667476,69.859741
2012,34.801713,71.216143
2012,25.755953,90.677305
2012,2.027701,45.275927
2012,2.672293,43.594739
2012,11.748877,11.965996
2012,11.748877,11.965996
2012,31.823601,64.564087
2012,6.865278,101.488339
2012,31.5832,64.360291
2012,34.198181,72.044411
2012,43.000001,41.010325
2012,33.919954,71.449514
2012,3.116667,43.65
2012,11.833373,13.149902
2012,9.045173,6.570327
2012,11.999978,8.516675
2012,34.106446,71.478739
2012,6.201667,101.841667
2012,33.271403,44.493661
2012,33.394528,44.380392
2012,33.271403,44.493661
2012,33.361103,44.314193
2012,34.016389,44.145278
